id,company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr
221,BHARTIARTL,Mar 2014,3.52,31,5.05,1.2701,4.9997,0.4731,1052,25181,5,2.9893,26,75896,26233
222,BHARTIARTL,Mar 2015,5.25,35,12.69,2.0971,7.8374,0.5282,5758,22301,8,1.9898,33,83415,28059
223,BHARTIARTL,Mar 2016,7.14,35,10.32,1.5074,4.5451,0.43,13851,14091,11,3.3402,9,100646,27942
224,BHARTIARTL,Mar 2017,4.44,37,6.29,1.5905,3.8801,0.4109,-2400,30680,7,3.3745,11,107288,28280
225,BHARTIARTL,Mar 2018,2.64,36,3.14,1.6011,3.4136,0.3312,1914,27940,2,3.4785,194,111334,29854
226,BHARTIARTL,Mar 2019,2.09,32,2.36,1.7561,2.8467,0.2948,-8216,28286,1,3.5729,244,125428,20070
227,BHARTIARTL,Mar 2020,-35.03,42,-39.75,1.9214,-0.0833,0.2438,-11469,29598,-55,2.8279,-3,148228,18129
228,BHARTIARTL,Mar 2021,-12.29,45,-20.97,2.7613,2.7211,0.2921,20919,27286,-26,2.1469,0,162785,48205
229,BHARTIARTL,Mar 2022,7.13,49,12.48,2.5495,3.7428,0.3227,13539,41478,7,2.3812,39,169678,55017
230,BHARTIARTL,Mar 2023,8.83,51,15.84,2.914,3.7458,0.313,26093,39232,15,2.734,27,226020,65325
231,BHARTIARTL,Mar 2024,5.71,52,10.36,2.6095,3.3055,0.3393,27809,51089,13,2.8717,62,215592,78898
232,BEL,Mar 2013,14.52,11,15183.33,4,184.4286,139.4,214,1753,1,0.3,20,24,-1539
233,BEL,Mar 2014,14.61,14,13600,3,194.7143,141.6957,190,759,1,0.35,20,21,-569
234,BEL,Mar 2015,16.88,17,17100,3.7143,240.8571,144.7551,595,839,2,0.35,20,26,1434
235,BEL,Mar 2016,18.18,19,11141.67,2.0833,196.6,141.4231,790,1470,2,0.1333,31,25,2260
236,BEL,Mar 2017,17.59,21,10153.33,1.9333,122.8889,112.4156,3054,3115,2,0.1667,33,29,-61
237,BEL,Mar 2018,13.76,20,4616.13,1.5484,372.5,85.9587,-693,6,2,0.31,34,48,-687
238,BEL,Mar 2019,15.51,24,3851.02,0.9592,186.375,96.5397,618,896,3,0.4455,44,47,1514
239,BEL,Mar 2020,14.07,21,3318.18,0.8,357.25,106.2951,1921,649,3,0.5,37,44,2570
240,BEL,Mar 2021,14.88,23,3559.32,0.8305,333.9,92.8224,2498,2595,3,0.5364,46,49,5093
241,BEL,Mar 2022,15.62,22,3478.26,0.8406,397.3333,94.2822,-665,4872,3,0.6273,46,58,4207
242,BEL,Mar 2023,16.84,23,3981.33,0.52,230.0526,123.1528,3907,2708,4,0.6818,44,39,1199
243,BEL,Mar 2024,19.66,25,4744.05,0.5119,476.75,125.8882,-1265,5924,5,0.7636,40,43,4659
244,BHEL,Mar 2013,13.69,19,21.91,0.0883,82.9297,0.6809,646,1113,18,6.2345,20,2698,1759
245,BHEL,Mar 2014,8.85,12,10.56,0.1415,46.5865,0.5252,3644,868,10,6.7696,20,4693,4512
246,BHEL,Mar 2015,4.63,7,4.24,0.0552,36.5435,0.4413,1471,650,4,6.981,20,1889,821
247,BHEL,Mar 2016,-2.77,-5,-2.18,0.0065,0.375,0.3889,397,23,-2,6.5949,-14,211,374
248,BHEL,Mar 2017,1.6,4,1.4,0.0048,4.4746,0.4614,-5,565,1,6.61,85,156,560
249,BHEL,Mar 2018,1.52,6,1.35,0.0034,7.0667,0.4508,1950,961,1,4.4053,151,110,989
250,BHEL,Mar 2019,3.29,7,3.24,0.0841,7.127,0.472,-1941,1919,3,4.4402,69,2598,-3860
251,BHEL,Mar 2020,-6.84,-1,-5.12,0.1773,0.7455,0.356,-1015,1877,-4,4.1178,0,5080,-2892
252,BHEL,Mar 2021,-15.6,-18,-10.39,0.1905,-5.6874,0.3093,518,42,-8,3.7332,0,4951,560
253,BHEL,Mar 2022,2.1,4,1.68,0.1822,2.7522,0.3722,-458,1118,1,3.8083,31,4830,660
254,BHEL,Mar 2023,2.8,4,2.68,0.2237,2.5948,0.4052,739,1480,2,3.5026,21,5454,-741
255,BHEL,Mar 2024,1.18,3,1.15,0.3624,1.593,0.3996,-2382,1331,1,3.5112,31,8856,-3713
256,BOSCHLTD,Dec 2012,11.06,16,17.19,0.0413,286.5,1.0958,47,824,305,17.9774,20,230,871
257,BOSCHLTD,Dec 2013,10.11,15,14.06,0.0291,,0.9849,211,846,282,20.3032,20,183,1057
258,BOSCHLTD,Mar 2015,11.07,16,18.21,0.0151,179.8571,1.1587,213,1183,426,23.7,20,111,1396
259,BOSCHLTD,Mar 2016,15.78,19,16.06,0.0052,192.3846,0.7803,323,995,488,30.7581,17,50,1318
260,BOSCHLTD,Mar 2017,16.68,19,19.79,0,106.4815,0.8843,2703,1246,570,29.33,29,0,1457
261,BOSCHLTD,Mar 2018,11.73,18,13.74,0,837,0.8394,559,1170,449,33.27,22,0,1729
262,BOSCHLTD,Mar 2019,13.22,18,17.51,0,211.8462,0.9508,2359,1766,542,30.4233,19,0,593
263,BOSCHLTD,Mar 2020,6.6,15,7.01,0.008,137.8,0.7389,463,873,220,30.9,48,74,1336
264,BOSCHLTD,Mar 2021,4.96,12,4.91,0.0055,65.8571,0.6578,372,463,164,32.7433,70,54,835
265,BOSCHLTD,Mar 2022,10.33,12,11.39,0.0068,63.8966,0.7646,238,33,413,35.6267,51,73,271
266,BOSCHLTD,Mar 2023,9.54,13,12.93,0.0048,190.0833,0.9182,1476,262,483,36.71,99,53,1214
267,BOSCHLTD,Mar 2024,14.89,13,20.64,0.0032,71.7843,0.9638,1536,283,844,40.2133,44,39,1253
268,BPCL,Mar 2013,0.8,3,11.54,1.9766,3.2569,3.0414,2322,3604,4,2.3202,42,33157,5926
269,BPCL,Mar 2014,1.53,4,20.85,1.7053,5.4279,2.9892,2707,6881,9,2.6888,31,33152,9588
270,BPCL,Mar 2015,2.09,4,22.52,1.1299,10.0822,2.8104,10206,10536,11,3.1206,34,25492,20742
271,BPCL,Mar 2016,4.31,7,29.1,0.8415,21.8882,2.1732,1886,9233,19,4.2369,25,23388,11119
272,BPCL,Mar 2017,4.72,7,30.85,1.1592,23.7126,1.8449,-6233,15274,20,2.3508,49,35725,9041
273,BPCL,Mar 2018,4.15,6,26.74,1.0284,15.3828,1.96,4002,7066,21,1.8617,46,37659,11068
274,BPCL,Mar 2019,2.86,5,22,1.1567,10.2534,2.178,-294,10451,18,1.9708,48,44839,10157
275,BPCL,Mar 2020,1.29,3,10.04,1.7923,3.9317,1.8863,-3254,11135,7,1.8572,106,65476,7881
276,BPCL,Mar 2021,7.52,9,32.34,1.0182,16.5351,1.4298,20981,2474,37,2.5588,102,54532,23455
277,BPCL,Mar 2022,3.37,6,22.51,1.2433,9.2387,1.8493,12198,8138,27,2.438,29,64534,20336
278,BPCL,Mar 2023,0.45,2,3.98,1.2962,3.4539,2.5155,4660,7806,5,2.514,40,69376,12466
279,BPCL,Mar 2024,5.99,10,35.51,0.7219,11.3555,2.2137,25415,10521,62,3.541,33,54599,35936
280,BRITANNIA,Mar 2013,4.2,7,46.59,0.681,11.5366,3.2847,348,28,11,2.325,39,380,320
281,BRITANNIA,Mar 2014,5.71,9,49.5,0.188,82.625,3.281,425,246,16,3.325,36,150,671
282,BRITANNIA,Mar 2015,8.77,11,55.34,0.1165,274.5,2.8135,134,450,29,5.1875,28,145,584
283,BRITANNIA,Mar 2016,9.82,15,39.44,0.0626,267.8,2.4033,254,705,34,8.7167,29,131,959
284,BRITANNIA,Mar 2017,9.77,14,32.83,0.0464,285.8,2.2035,291,150,37,11.2333,30,125,441
285,BRITANNIA,Mar 2018,10.13,15,29.48,0.059,208.375,1.9109,292,957,42,14.1917,30,201,1249
286,BRITANNIA,Mar 2019,10.45,16,27.16,0.0367,215.3333,1.7722,304,852,48,17.7208,31,156,1156
287,BRITANNIA,Mar 2020,12.02,16,31.66,0.3493,27.3506,1.4815,-41,1526,58,18.3458,60,1538,1485
288,BRITANNIA,Mar 2021,14.09,19,52.17,0.5981,25.4234,1.642,2309,433,77,14.7833,204,2122,1876
289,BRITANNIA,Mar 2022,10.72,16,59.27,0.9699,16.8264,1.878,2214,914,63,10.6583,89,2481,1300
290,BRITANNIA,Mar 2023,14.21,17,65.53,0.848,20.284,1.7432,1019,1507,96,14.725,75,2997,2526
291,BRITANNIA,Mar 2024,12.73,19,54.15,0.524,20.5976,1.8484,3050,477,89,16.4208,83,2065,2573
292,CANBK,Mar 2013,8.79,655,11.9,14.9364,2.1823,0.0812,7575,435,12,5.6831,19,376040,8010
293,CANBK,Mar 2014,6.75,-672,8.85,14.8434,2.3248,0.079,13864,380,10,6.5458,19,447913,14244
294,CANBK,Mar 2015,6.69,-621,9.02,15.3726,2.1764,0.0784,5240,1104,11,6.8404,17,499488,6344
295,CANBK,Mar 2016,-5.76,-8008,-7.82,15.6344,3.3739,0.0781,8903,443,-9,5.9687,0,506712,9346
296,CANBK,Mar 2017,3.4,-5775,4.07,15.4204,1.9966,0.0695,2099,476,5,5.8099,4,534858,2575
297,CANBK,Mar 2018,-9.37,-13350,-10.5,15.2792,3.4536,0.0655,-11607,487,-11,5.0337,0,563756,-11120
298,CANBK,Mar 2019,1.45,-11590,1.85,16.9855,2.7433,0.0674,17492,745,2,5.0052,0,640166,18237
299,CANBK,Mar 2020,-3.86,-12867,-4.66,16.2154,2.2699,0.0671,-5734,445,-4,4.0006,0,668170,-5289
300,CANBK,Mar 2021,4.21,-18367,4.74,17.0004,1.8804,0.0596,58002,1116,4,3.7893,0,1060998,59118
301,CANBK,Mar 2022,8.72,-13657,8.8,16.1894,1.7433,0.0561,-510,1429,7,3.8567,19,1132626,919
302,CANBK,Mar 2023,13.21,-9877,14.53,15.8501,1.6885,0.0622,-41134,1156,12,4.3029,19,1237160,-39978
303,CANBK,Mar 2024,13.94,-7745,16.72,14.8674,1.6107,0.072,13296,1750,17,5.079,19,1369780,15046
304,CHOLAFIN,Mar 2013,11.98,472,15.78,7.8222,706,0.141,-3749,5,4,1.365,16,15269,-3754
305,CHOLAFIN,Mar 2014,11.22,578,16.09,7.9034,950,0.1522,-2530,83,5,1.5993,14,18075,-2447
306,CHOLAFIN,Mar 2015,11.95,696,16.6,7.4579,,0.1556,-2304,40,6,1.8576,11,19950,-2264
307,CHOLAFIN,Mar 2016,13.64,899,15.67,6.1433,643.5,0.1511,-2946,137,7,2.3526,12,22546,-2809
308,CHOLAFIN,Mar 2017,15.3,1143,16.71,5.6005,448.6667,0.1534,-1690,222,9,2.7551,12,24071,-1468
309,CHOLAFIN,Mar 2018,16.51,1451,17.91,7.479,,0.1259,-7986,60,12,3.2853,11,38330,-7926
310,CHOLAFIN,Mar 2019,16.84,1888,19.28,8.1455,1659,0.1236,-9328,11,15,3.9795,8,50567,-9317
311,CHOLAFIN,Mar 2020,12.1,1699,12.85,6.7079,,0.136,-2129,54,13,5,13,55005,-2075
312,CHOLAFIN,Mar 2021,15.87,2094,15.84,6.6385,52.4107,0.1284,-10594,1746,19,5.8537,11,63730,-8848
313,CHOLAFIN,Mar 2022,21.23,2924,18.3,5.8776,35.1786,0.123,-3931,1640,26,7.1762,8,69174,-5571
314,CHOLAFIN,Mar 2023,20.68,3515,18.58,6.7864,16.5818,0.1134,-29253,2148,32,8.7476,6,97358,-27105
315,CHOLAFIN,Mar 2024,17.85,4548,17.46,6.8634,21.2118,0.1223,-38538,2855,41,11.6625,5,134475,-35683
316,CIPLA,Mar 2013,18.66,2214,17.13,0.1072,24.8653,0.7102,-665,2063,19,5.6019,10,967,1398
317,CIPLA,Mar 2014,13.8,2147,13.97,0.1242,32.0598,0.7592,298,1265,17,6.2429,12,1248,1563
318,CIPLA,Mar 2015,10.83,2163,11.38,0.1577,56.1098,0.724,223,950,15,6.7093,14,1703,1173
319,CIPLA,Mar 2016,10.03,2480,12.01,0.4517,54.4615,0.6551,-2792,4533,17,7.1534,12,5202,1741
320,CIPLA,Mar 2017,7.19,2496,8.25,0.3279,57.2837,0.6897,1078,1304,13,7.7913,16,4113,2382
321,CIPLA,Mar 2018,9.35,2826,9.96,0.288,44.1,0.6685,629,834,18,8.8379,17,4098,1463
322,CIPLA,Mar 2019,9.12,3097,9.94,0.2875,27.8491,0.6886,3,1688,19,9.3242,16,4316,1691
323,CIPLA,Mar 2020,8.76,3206,9.52,0.1786,40.5378,0.7314,3182,114,19,9.7907,21,2816,3068
324,CIPLA,Mar 2021,12.47,4252,13.04,0.1099,56.1241,0.7709,1381,2374,30,11.3826,17,2014,3755
325,CIPLA,Mar 2022,11.7,4553,12.22,0.0507,174.0606,0.8103,1468,1858,31,12.9447,16,1056,3326
326,CIPLA,Mar 2023,12.45,5027,12.1,0.0343,60.5734,0.7766,862,2376,35,14.5385,24,803,3238
327,CIPLA,Mar 2024,16.12,6291,15.55,0.0209,35.3388,0.7922,1152,2982,51,16.5876,25,559,4134
328,COALINDIA,Mar 2013,25.41,18087,35.81,0.0269,5.7406,0.6154,7276,1833,27,0.7674,51,1305,9109
329,COALINDIA,Mar 2014,21.4,17766,35.64,0.0042,7.3744,0.6729,23105,8580,24,0.6714,121,178,14525
330,COALINDIA,Mar 2015,18.52,17343,34.02,0.0101,8.6454,0.6661,15276,894,22,0.6389,95,408,14382
331,COALINDIA,Mar 2016,18.32,18714,40.96,0.0344,9.9631,0.6856,21308,8154,23,0.5515,121,1199,13154
332,COALINDIA,Mar 2017,11.87,12448,37.85,0.1229,12.3649,0.6591,16916,455,15,0.395,133,3014,16461
333,COALINDIA,Mar 2018,8.26,9288,34.88,0.0762,15.2697,0.6794,13368,7747,11,0.3251,146,1538,21115
334,COALINDIA,Mar 2019,17.54,25007,66.01,0.0835,12.7878,0.7486,8460,7896,28,0.4293,46,2210,16356
335,COALINDIA,Mar 2020,17.38,21581,51.93,0.2001,11.5646,0.6404,6010,1033,27,0.5218,44,6434,4977
336,COALINDIA,Mar 2021,14.11,18628,34.78,0.1611,19.0858,0.559,10774,182,21,0.5925,78,5884,10592
337,COALINDIA,Mar 2022,15.84,24721,40.28,0.0815,21.9912,0.6114,15392,25715,28,0.7,60,3514,41107
338,COALINDIA,Mar 2023,22.95,44232,52.14,0.0712,14.3372,0.6245,12269,23465,52,0.9872,47,4331,35734
339,COALINDIA,Mar 2024,26.26,47971,45.17,0.0788,11.2418,0.6019,13617,4486,61,1.3424,42,6523,18103
340,DABUR,Mar 2013,12.48,16,36.56,0.5494,18.5085,1.3039,248,622,4,1.204,34,1151,870
341,DABUR,Mar 2014,12.98,16,34.49,0.2666,23.8519,1.3287,994,104,5,1.5264,33,708,1098
342,DABUR,Mar 2015,13.7,17,31.84,0.2188,36.85,1.2766,171,876,6,1.9057,33,734,1047
343,DABUR,Mar 2016,16.12,20,30.06,0.193,36.1458,1.1223,457,730,7,2.3699,32,805,1187
344,DABUR,Mar 2017,16.81,20,26.41,0.2012,33.4815,0.9847,420,807,7,2.754,31,975,1227
345,DABUR,Mar 2018,17.59,21,23.8,0.1644,36,0.8874,551,541,8,3.242,81,938,1092
346,DABUR,Mar 2019,16.98,20,25.67,0.1241,32.7,1.0092,1837,338,8,3.1819,34,699,1499
347,DABUR,Mar 2020,16.67,21,21.92,0.079,39.94,0.9302,1097,517,8,3.7322,37,522,1614
348,DABUR,Mar 2021,17.73,21,22.12,0.0664,75.0645,0.8827,711,1404,10,4.3299,50,509,2115
349,DABUR,Mar 2022,16,21,20.78,0.1229,65.641,0.8864,529,1273,10,4.7356,53,1030,1802
350,DABUR,Mar 2023,14.75,19,18.96,0.1308,33.4231,0.8446,905,583,10,5.0695,54,1174,1488
351,DABUR,Mar 2024,14.6,19,18.36,0.1384,23.2419,0.8206,1042,971,10,5.574,53,1365,2013
352,DIVISLAB,Mar 2013,28.07,38,24.07,0.0132,287,0.6833,225,255,23,9.263,33,33,480
353,DIVISLAB,Mar 2014,30.53,40,26.08,0.0061,362,0.6825,252,305,29,10.9778,34,18,557
354,DIVISLAB,Mar 2015,27.35,38,24.37,0.0077,403.6667,0.7072,305,521,32,12.9481,31,27,826
355,DIVISLAB,Mar 2016,29.82,38,26.23,0.0098,303.2,0.7709,632,406,42,8.1,24,42,1038
356,DIVISLAB,Mar 2017,26.08,36,19.79,0.0067,507.3333,0.6603,10,1140,40,10.1075,25,36,1150
357,DIVISLAB,Mar 2018,22.54,33,14.8,0.0106,688,0.5735,298,478,33,11.1792,30,63,776
358,DIVISLAB,Mar 2019,27.36,38,19.45,0.0152,405.6,0.6155,269,685,51,13.1264,31,106,954
359,DIVISLAB,Mar 2020,25.53,34,18.84,0.0053,287.4286,0.6323,1133,83,52,13.7925,31,39,1216
360,DIVISLAB,Mar 2021,28.47,41,21.34,0.0005,1462,0.647,2022,75,75,17.5377,27,5,1947
361,DIVISLAB,Mar 2022,33.04,43,25.24,0.0003,1998.5,0.6707,-283,2195,112,22.1283,27,4,1912
362,DIVISLAB,Mar 2023,23.48,31,14.29,0.0003,1357,0.5384,-248,2707,69,24.0887,44,4,2459
363,DIVISLAB,Mar 2024,20.4,28,11.79,0.0002,636.25,0.5074,992,269,60,25.6057,50,3,1261
364,DLF,Mar 2013,8.58,34,2.59,1.0339,1.6906,0.1202,4004,1995,4,7.5674,48,26600,2009
365,DLF,Mar 2014,7.11,30,2.15,0.8809,1.4722,0.1286,5392,3924,4,7.6952,55,24133,1468
366,DLF,Mar 2015,6.63,39,1.85,0.895,1.5265,0.1154,2135,98,3,7.6879,66,24495,2037
367,DLF,Mar 2016,3.07,40,1.27,1.0496,1.6687,0.1608,2139,818,2,6.742,117,25264,2957
368,DLF,Mar 2017,8.61,42,2.88,1.1884,1.5372,0.1285,-26,872,4,6.8832,50,29202,-898
369,DLF,Mar 2018,66.75,35,12.68,0.4953,4.1003,0.1107,-1832,2102,25,9.891,8,17491,270
370,DLF,Mar 2019,15.71,26,3.91,0.5129,1.4219,0.1258,2046,3,6,7.6136,33,17222,2043
371,DLF,Mar 2020,-9.7,19,-1.71,0.2352,1.5985,0.1088,6864,6508,-2,6.959,-85,8103,356
372,DLF,Mar 2021,20,27,3.06,0.1948,2.1712,0.1012,1610,150,4,7.1402,45,6886,1460
373,DLF,Mar 2022,26.24,30,4.13,0.115,3.1008,0.1117,3099,267,6,7.3459,49,4182,2832
374,DLF,Mar 2023,35.72,30,5.4,0.0885,5.2117,0.1083,1914,461,8,7.6135,49,3334,2375
375,DLF,Mar 2024,42.38,33,6.91,0.1226,7.4579,0.1088,1010,1529,11,7.9659,45,4834,2539
376,DMART,Mar 2013,2.81,6,11.91,0.6667,5.3488,2.2393,-104,231,2,0.145,0,526,127
377,DMART,Mar 2014,3.44,7,16.84,0.6705,6.375,2.5918,-72,270,3,0.1748,0,641,198
378,DMART,Mar 2015,3.29,7,17.67,0.7533,6.6111,2.7342,-252,474,4,0.2135,0,904,222
379,DMART,Mar 2016,3.73,8,21.04,0.7837,7.4835,2.7672,-200,633,6,0.2706,0,1192,433
380,DMART,Mar 2017,4.03,8,12.47,0.3896,8.1721,2.0447,-2027,2482,8,0.6157,0,1497,455
381,DMART,Mar 2018,5.36,9,17.26,0.094,24.0167,2.6617,1194,464,13,0.7482,0,439,730
382,DMART,Mar 2019,4.51,8,16.14,0.1253,35.766,2.8554,-151,958,14,0.8954,0,700,807
383,DMART,Mar 2020,5.23,9,11.74,0.0301,31.7101,2.0595,-3377,4657,20,1.7099,0,333,1280
384,DMART,Mar 2021,4.55,7,9.02,0.0323,46.1667,1.7681,265,1110,17,1.8802,0,393,1375
385,DMART,Mar 2022,4.82,8,10.91,0.0473,48.4444,2.0022,83,1289,23,2.1108,0,647,1372
386,DMART,Mar 2023,5.55,8,14.79,0.04,56.2239,2.3662,317,2313,37,2.4812,0,643,2630
387,DMART,Mar 2024,4.99,8,13.56,0.0317,73.2931,2.3989,278,2468,39,2.8722,0,592,2746
388,DRREDDY,Mar 2013,12.9,23,23.98,0.5781,28.15,0.8844,-59,1437,18,7.4929,17,3682,1378
389,DRREDDY,Mar 2014,14.63,24,24.96,0.5692,26.937,0.8434,366,1604,23,9.2529,16,4477,1970
390,DRREDDY,Mar 2015,15.55,23,23.71,0.4378,34.8889,0.8139,154,2370,27,11.5918,15,4314,2524
391,DRREDDY,Mar 2016,13.69,23,16.95,0.2667,46.747,0.7658,1653,1610,25,14.7871,16,3352,3263
392,DRREDDY,Mar 2017,9.1,17,10.54,0.4011,33.4684,0.6556,254,1890,16,14.7735,26,4918,2144
393,DRREDDY,Mar 2018,6.63,16,7.53,0.4034,31.7215,0.639,320,1483,11,15.147,35,5071,1803
394,DRREDDY,Mar 2019,12.62,21,13.9,0.2737,39.9888,0.6891,2101,769,23,16.8964,17,3838,2870
395,DRREDDY,Mar 2020,11.57,14,12.99,0.1417,32.1122,0.7543,2489,495,24,18.794,21,2210,2984
396,DRREDDY,Mar 2021,10.25,20,11.07,0.1718,43.3918,0.7164,1315,2255,23,21.2542,21,3031,3570
397,DRREDDY,Mar 2022,10.13,17,11.36,0.1761,45.0312,0.7243,246,2565,26,23.147,23,3384,2811
398,DRREDDY,Mar 2023,18.27,26,19.35,0.0578,52.035,0.7659,1779,4109,54,28.0554,15,1347,5888
399,DRREDDY,Mar 2024,19.91,28,19.74,0.0709,51.7076,0.7223,509,4034,67,34.041,12,2002,4543
400,EICHERMOT,Dec 2012,7.43,9,27.07,0.0131,171.5,1.4292,-277,773,12,6.5,17,23,496
401,EICHERMOT,Dec 2013,7.71,11,25.55,0.0409,101,1.276,-74,790,15,7.6111,21,84,716
402,EICHERMOT,Dec 2014,8.03,13,27.9,0.0231,122.3,1.3647,-167,1214,23,9.3185,22,58,1047
403,EICHERMOT,Mar 2016,21.68,27,36.63,0.0063,1008,1.2498,462,1001,49,13.5296,20,23,1463
404,EICHERMOT,Mar 2017,23.7,31,31.19,0.021,647.5,1.0034,-36,1744,61,19.7963,16,112,1708
405,EICHERMOT,Mar 2018,21.86,31,27.88,0.0215,669,0.9415,337,2145,72,26.037,15,151,2482
406,EICHERMOT,Mar 2019,22.49,30,24.7,0.021,515,0.8604,915,660,81,33.0296,15,187,1575
407,EICHERMOT,Mar 2020,19.96,24,18.3,0.0249,145,0.7353,186,1508,67,36.9667,19,249,1694
408,EICHERMOT,Mar 2021,15.45,20,11.78,0.0191,141.5625,0.5989,66,1625,49,42.363,34,219,1691
409,EICHERMOT,Mar 2022,16.28,21,13.3,0.0086,140.7368,0.638,544,983,61,46.6963,34,108,1527
410,EICHERMOT,Mar 2023,20.18,24,19.44,0.0192,155.5,0.7523,426,2397,107,55.5185,35,288,2823
411,EICHERMOT,Mar 2024,24.2,26,22.17,0.0232,114.7059,0.7154,890,2834,146,66.8333,35,419,3724
412,GAIL,Mar 2013,8.57,15,15.17,0.5721,19.0252,0.8523,-2023,8626,6,2.2708,28,16472,6603
413,GAIL,Mar 2014,7.75,13,14.75,0.5711,13.8042,0.9237,149,4466,7,2.5596,28,18537,4615
414,GAIL,Mar 2015,5.22,9,9.29,0.5376,10.0859,0.8692,1405,2809,5,2.6831,24,18291,4214
415,GAIL,Mar 2016,3.6,9,5.15,0.2487,6.4075,0.8813,3056,904,3,2.8709,37,9052,3960
416,GAIL,Mar 2017,6.95,12,8.58,0.1667,14.2102,0.8329,5690,334,5,2.3244,56,6553,6024
417,GAIL,Mar 2018,8.82,14,11.53,0.093,29.661,0.8882,6109,2660,7,1.8483,43,3876,8769
418,GAIL,Mar 2019,8.6,13,14.24,0.0483,73.3145,1.1135,2283,5701,10,2.0401,25,2224,7984
419,GAIL,Mar 2020,13.12,12,19.31,0.1403,41.4822,0.9678,46,8299,14,1.0924,31,6912,8345
420,GAIL,Mar 2021,10.71,13,11.55,0.148,56.3017,0.708,4353,4640,9,1.1978,36,7873,8993
421,GAIL,Mar 2022,13.26,16,19.19,0.1437,89.5347,0.9605,3930,5490,18,1.444,36,9216,9420
422,GAIL,Mar 2023,3.84,5,8.62,0.2744,28.2795,1.3512,-4248,7453,9,0.9875,59,17816,3205
423,GAIL,Mar 2024,7.43,11,12.86,0.283,23.6245,1.0681,4360,8226,15,1.1711,37,21794,12586
424,GODREJCP,Mar 2013,13.18,16,25.51,0.7413,13.6667,0.8333,-45,865,8,9.7441,22,2456,820
425,GODREJCP,Mar 2014,10.78,15,21.7,0.6286,10.2583,0.9133,622,494,7,11.1029,24,2373,1116
426,GODREJCP,Mar 2015,11.8,17,22.64,0.6302,12.9643,0.9066,-209,1236,9,12.6794,21,2717,1027
427,GODREJCP,Mar 2016,9.86,20,19.48,0.6775,10.8984,0.8703,225,622,8,12.55,24,2891,847
428,GODREJCP,Mar 2017,14.11,21,24.67,0.7546,12.8766,0.7162,-383,2243,13,15.5941,39,4001,1860
429,GODREJCP,Mar 2018,16.59,21,26.11,0.5606,13.6821,0.7103,1387,336,16,9.2029,42,3508,1723
430,GODREJCP,Mar 2019,22.71,21,32.23,0.4654,10.479,0.7318,2003,274,23,7.1245,44,3382,1729
431,GODREJCP,Mar 2020,15.1,22,18.95,0.4526,9.5877,0.6661,1036,552,15,7.7431,55,3575,1588
432,GODREJCP,Mar 2021,15.6,22,18.23,0.1975,17.5507,0.7743,1738,292,17,9.2539,0,1864,2030
433,GODREJCP,Mar 2022,14.52,20,15.43,0.1475,20.3852,0.7633,607,844,17,11.3294,0,1704,1451
434,GODREJCP,Mar 2023,12.78,18,12.34,0.0819,13.6011,0.7637,397,1754,17,13.5235,0,1130,2151
435,GODREJCP,Mar 2024,-3.98,21,-4.45,0.2558,2.4129,0.7664,-1365,3435,-5,12.351,,3222,2070
436,GRASIM,Mar 2013,13.54,21,19.22,0.4858,20.8272,0.6325,-1445,5687,57,21.3663,8,9550,4242
437,GRASIM,Mar 2014,10.43,17,13.67,0.4479,12.2841,0.5935,1213,2336,44,23.4946,9,9681,3549
438,GRASIM,Mar 2015,8.14,16,11.16,0.5156,8.5067,0.5873,2235,2359,37,25.1522,9,11930,4594
439,GRASIM,Mar 2016,10.02,17,12.6,0.4559,10.071,0.5789,1353,4515,51,29.4935,9,12505,5868
440,GRASIM,Mar 2017,11.77,20,13.53,0.2935,12.0556,0.5748,3779,3509,66,33.7495,8,9213,7288
441,GRASIM,Mar 2018,6.6,21,6.43,1.1693,3.282,0.2689,-2594,1546,39,43.787,15,67070,-4140
442,GRASIM,Mar 2019,3.56,22,4.73,1.4562,2.4413,0.3202,-3871,2212,25,43.9545,27,84487,-1659
443,GRASIM,Mar 2020,9.73,15,11.72,1.497,2.5325,0.2795,5256,11364,65,42.9038,6,84777,16620
444,GRASIM,Mar 2021,9.14,24,10.67,1.2074,3.4536,0.2858,7929,7146,63,49.6167,14,79078,15075
445,GRASIM,Mar 2022,11.71,21,14.8,0.9874,4.6229,0.331,5985,1053,111,57.3477,9,74744,7038
446,GRASIM,Mar 2023,9.42,18,14.07,1.3086,4.1896,0.3492,-26397,13712,100,59.653,10,103039,-12685
447,GRASIM,Mar 2024,7.58,21,11.2,1.5471,3.0158,0.3178,-33833,23114,85,66.6564,12,137155,-10719
448,HAL,Mar 2017,14.57,18,1966.92,0.015,267.5,105.5882,2598,3021,36,2.66,31,2,-423
449,HAL,Mar 2018,10.73,19,1528.46,0.0231,120.6,111.5602,-140,594,30,2.6,54,3,-734
450,HAL,Mar 2019,11.73,23,1763.91,0.0602,27.9379,114.3314,-2402,5292,35,2.66,28,8,-7694
451,HAL,Mar 2020,13.25,23,2059.42,0.0145,14.7493,123.9595,203,1334,42,2.76,39,2,1537
